"ad_date","campaign_name","total_spend","total_impressions","total_clicks","total_value","cpc","cpm","ctr","romi"
2021-10-08,Electronics,159.02,19270,50,134.56,3.18,8.25,0.00259470679813181111,0.84618287007923531631
2021-10-08,Lookalike,265.04,99614,392,356.54,0.68,2.66,0.00393518983275443211,1.3452309085421069
2021-10-08,Wholesale,86.35,14355,82,109.48,1.05,6.02,0.00571229536746778126,1.2678633468442386
2021-10-07,Crazy discounts,14.61,8757,58,13.35,0.25,1.67,0.00662327281032317004,0.91375770020533880903
2021-10-07,Electronics,57.86,37935,110,73.02,0.53,1.53,0.00289969684987478582,1.2620117525060491
2021-10-07,Lookalike,199.06,44105,594,255.20,0.34,4.51,0.01346786078675887088,1.2820255199437356
2021-10-07,Promos,0.00,0,0,0.00,,,,
2021-10-07,Wholesale,15.87,8595,14,17.96,1.13,1.85,0.00162885398487492728,1.1316950220541903
2021-10-06,Crazy discounts,5.47,9092,91,6.94,0.06,0.60,0.01000879894412670480,1.2687385740402194
2021-10-06,Electronics,201.83,16656,100,198.72,2.02,12.12,0.00600384245917387128,0.98459099241936283010
2021-10-06,Lookalike,363.13,126052,800,394.38,0.45,2.88,0.00634658712277472789,1.08605733483876297745
2021-10-06,Promos,0.00,0,0,0.00,,,,
2021-10-06,Wholesale,121.17,20329,37,107.74,3.27,5.96,0.00182006001278961090,0.88916398448460840142
2021-10-05,Crazy discounts,9.31,13159,87,12.45,0.11,0.71,0.00661144463865035337,1.3372717508055854
2021-10-05,Electronics,199.77,27757,255,260.61,0.78,7.20,0.00918687178009150845,1.3045502327676828
2021-10-05,Lookalike,274.61,60885,967,248.69,0.28,4.51,0.01588240124825490679,0.90561159462510469393
2021-10-05,Promos,32.09,8276,129,66.66,0.25,3.88,0.01558724021266312228,2.0772826425677781
2021-10-05,Wholesale,114.32,11587,77,141.89,1.48,9.87,0.00664537844135669285,1.24116515045486354094
2021-10-04,Electronics,188.13,7884,278,199.18,0.68,23.86,0.03526128868594622019,1.05873598043905809812
2021-10-04,Lookalike,194.90,44715,307,182.47,0.63,4.36,0.00686570502068657050,0.93622370446382760390
2021-10-04,Promos,15.35,25850,227,32.34,0.07,0.59,0.00878143133462282398,2.1068403908794788
2021-10-04,Wholesale,7.83,3400,7,9.57,1.12,2.30,0.00205882352941176471,1.2222222222222222
2021-10-03,Electronics,217.96,34997,317,190.74,0.69,6.23,0.00905791925022144755,0.87511469994494402643
2021-10-03,Lookalike,171.47,73797,1121,188.89,0.15,2.32,0.01519031938967708714,1.10159211523881728582
2021-10-03,Promos,120.00,51678,70,185.86,1.71,2.32,0.00135454158442664190,1.54883333333333333333
2021-10-03,Wholesale,40.96,3635,20,43.86,2.05,11.27,0.00550206327372764787,1.0708007812500000
2021-10-02,Crazy discounts,10.48,7784,131,13.25,0.08,1.35,0.01682939362795477903,1.2643129770992366
2021-10-02,Electronics,189.91,23448,273,300.75,0.70,8.10,0.01164278403275332651,1.5836448844189353
2021-10-02,Lookalike,317.06,64446,305,455.07,1.04,4.92,0.00473264438444589269,1.4352803885699868
2021-10-02,Promos,99.57,45919,66,152.19,1.51,2.17,0.00143731353034691522,1.5284724314552576
2021-10-02,Wholesale,50.88,17219,89,63.83,0.57,2.95,0.00516870898426157152,1.2545204402515723
2021-10-01,Crazy discounts,20.54,11606,73,32.07,0.28,1.77,0.00628985007754609685,1.5613437195715677
2021-10-01,Electronics,203.21,23187,60,207.26,3.39,8.76,0.00258765687669814983,1.01993012154913636140
2021-10-01,Lookalike,254.00,30311,357,387.15,0.71,8.38,0.01177790241166573191,1.5242125984251969
2021-10-01,Wholesale,95.47,15220,37,114.76,2.58,6.27,0.00243101182654402102,1.2020530009427045
2021-09-30,Crazy discounts,12.82,7269,67,19.11,0.19,1.76,0.00921722382721144587,1.4906396255850234
2021-09-30,Electronics,172.08,10531,123,169.83,1.40,16.34,0.01167980248789288766,0.98692468619246861925
2021-09-30,Lookalike,255.63,67472,641,335.93,0.40,3.79,0.00950023713540431586,1.3141258850682627
2021-09-30,Promos,34.23,8863,261,80.88,0.13,3.86,0.02944826808078528715,2.3628396143733567
2021-09-30,Wholesale,41.31,15085,49,50.44,0.84,2.74,0.00324825986078886311,1.2210118615347374
2021-09-29,Crazy discounts,31.19,2975,57,24.53,0.55,10.48,0.01915966386554621849,0.78647002244309073421
2021-09-29,Electronics,132.48,39496,202,154.04,0.66,3.35,0.00511444196880696779,1.16274154589371980676
2021-09-29,Lookalike,253.49,59136,512,332.94,0.50,4.29,0.00865800865800865801,1.3134245926861020
2021-09-29,Promos,45.14,19110,347,90.07,0.13,2.36,0.01815803244374672946,1.9953478068232167
2021-09-29,Wholesale,48.58,9884,46,69.14,1.06,4.92,0.00465398624038850668,1.4232194318649650
2021-09-28,Electronics,212.17,54664,268,182.55,0.79,3.88,0.00490267817942338651,0.86039496630060800302
2021-09-28,Lookalike,311.26,55695,515,445.03,0.60,5.59,0.00924679055570518000,1.4297693246803316
2021-09-28,Promos,86.99,30284,195,163.10,0.45,2.87,0.00643904371945581825,1.8749281526612254
2021-09-28,Wholesale,112.56,13887,140,149.58,0.80,8.11,0.01008137106646503925,1.32889125799573560768
2021-09-27,Crazy discounts,7.54,7953,72,7.63,0.10,0.95,0.00905318747642399095,1.0119363395225464
2021-09-27,Electronics,212.65,55474,256,277.20,0.83,3.83,0.00461477448894977827,1.30355043498706795203
2021-09-27,Lookalike,105.75,45967,313,84.25,0.34,2.30,0.00680923271042269454,0.79669030732860520095
2021-09-27,Promos,108.88,43353,208,220.71,0.52,2.51,0.00479782252669942103,2.0270940484937546
2021-09-27,Wholesale,66.78,13146,116,113.36,0.58,5.08,0.00882397687509508596,1.6975142258161126
2021-09-26,Crazy discounts,9.73,6528,184,7.36,0.05,1.49,0.02818627450980392157,0.75642343268242548818
2021-09-26,Electronics,157.23,50578,61,181.57,2.58,3.11,0.00120605796986832220,1.15480506264707752973
2021-09-26,Lookalike,301.17,58678,505,346.09,0.60,5.13,0.00860629196632468728,1.14915164192980708570
2021-09-26,Wholesale,117.92,17000,72,175.66,1.64,6.94,0.00423529411764705882,1.48965400271370420624
2021-09-25,Crazy discounts,8.60,10434,77,12.02,0.11,0.82,0.00737972014567759249,1.3976744186046512
2021-09-25,Electronics,102.56,19884,111,119.18,0.92,5.16,0.00558237779118889559,1.16205148205928237129
2021-09-25,Lookalike,243.26,31789,440,372.84,0.55,7.65,0.01384126584667652333,1.5326810819699087
2021-09-25,Promos,52.34,35994,84,90.36,0.62,1.45,0.00233372228704784131,1.7264042797095911
2021-09-25,Wholesale,68.37,15053,66,77.46,1.04,4.54,0.00438450807148076795,1.1329530495831505
2021-09-24,Electronics,140.48,8852,110,178.62,1.28,15.87,0.01242657026660641663,1.27149772209567198178
2021-09-24,Lookalike,204.43,44136,543,294.04,0.38,4.63,0.01230288200108754758,1.43834075233576285281
2021-09-24,Promos,33.97,47712,368,70.04,0.09,0.71,0.00771294433266264252,2.0618192522814248
2021-09-24,Wholesale,94.56,14842,129,105.58,0.73,6.37,0.00869155100390782913,1.1165397631133672
2021-09-23,Crazy discounts,18.52,9563,159,29.43,0.12,1.94,0.01662658161664749556,1.5890928725701944
2021-09-23,Electronics,158.83,34911,145,136.27,1.10,4.55,0.00415341869324854630,0.85796134231568343512
2021-09-23,Lookalike,208.38,65324,451,347.57,0.46,3.19,0.00690404751699222338,1.6679623764276802
2021-09-23,Wholesale,77.86,17808,104,98.84,0.75,4.37,0.00584007187780772686,1.2694580015412278
2021-09-22,Crazy discounts,30.16,7901,57,46.22,0.53,3.82,0.00721427667383875459,1.5324933687002653
2021-09-22,Electronics,146.51,18653,206,130.61,0.71,7.85,0.01104379992494504905,0.89147498464268650604
2021-09-22,Lookalike,195.04,46445,456,218.21,0.43,4.20,0.00981806437722036818,1.1187961443806399
2021-09-22,Promos,18.82,45437,155,37.47,0.12,0.41,0.00341131676827255321,1.9909670563230606
2021-09-22,Wholesale,52.10,8818,82,65.53,0.64,5.91,0.00929916080743932865,1.2577735124760077
2021-09-21,Crazy discounts,31.00,12626,102,45.25,0.30,2.46,0.00807856803421511167,1.4596774193548387
2021-09-21,Electronics,87.84,53692,247,113.30,0.36,1.64,0.00460031289577590703,1.2898451730418944
2021-09-21,Lookalike,376.24,27813,723,538.76,0.52,13.53,0.02599503829144644591,1.4319583244737402
2021-09-21,Promos,53.10,7171,151,60.42,0.35,7.40,0.02105703528099288802,1.1378531073446328
2021-09-21,Wholesale,39.40,16840,27,43.64,1.46,2.34,0.00160332541567695962,1.1076142131979695
2021-09-20,Crazy discounts,8.53,17385,191,12.68,0.04,0.49,0.01098648259994247915,1.4865181711606096
2021-09-20,Electronics,341.93,91531,220,447.45,1.55,3.74,0.00240355726475183271,1.3086011756792326
2021-09-20,Lookalike,295.97,21703,320,287.91,0.92,13.64,0.01474450536792148551,0.97276751022063046930
2021-09-20,Promos,19.99,11274,184,32.38,0.11,1.77,0.01632073798119567146,1.6198099049524762
2021-09-20,Wholesale,46.02,11095,194,59.39,0.24,4.15,0.01748535376295628662,1.2905258583224685
2021-09-19,Crazy discounts,10.56,11184,169,13.78,0.06,0.94,0.01511087267525035765,1.3049242424242424
2021-09-19,Electronics,69.45,45907,167,114.79,0.42,1.51,0.00363778944387566166,1.6528437724982001
2021-09-19,Lookalike,279.79,109900,903,409.54,0.31,2.55,0.00821656050955414013,1.4637406626398370
2021-09-19,Promos,66.06,42059,185,142.33,0.36,1.57,0.00439858294300863073,2.1545564638207690
2021-09-19,Wholesale,77.34,5266,50,77.37,1.55,14.69,0.00949487276870489935,1.0003878975950349
2021-09-18,Crazy discounts,13.29,10352,210,10.23,0.06,1.28,0.02028593508500772798,0.76975169300225733634
2021-09-18,Electronics,293.84,103177,175,307.55,1.68,2.85,0.00169611444411060605,1.0466580451946638
2021-09-18,Lookalike,367.90,49650,214,390.20,1.72,7.41,0.00431017119838872105,1.06061429736341397119
2021-09-18,Promos,77.95,36559,315,158.37,0.25,2.13,0.00861620941491835116,2.0316869788325850
2021-09-18,Wholesale,73.44,23188,103,107.38,0.71,3.17,0.00444195273417284802,1.4621459694989107
2021-09-17,Brand,18.48,23747,37,30.78,0.50,0.78,0.00155809154840611446,1.6655844155844156
2021-09-17,Crazy discounts,16.30,7339,257,12.69,0.06,2.22,0.03501839487668619703,0.77852760736196319018
2021-09-17,Lookalike,210.15,78503,776,351.62,0.27,2.68,0.00988497254881979033,1.6731858196526291
2021-09-17,Wholesale,131.42,23684,81,181.55,1.62,5.55,0.00342003040027022462,1.38144879013848729265
2021-09-16,Brand,11.73,19546,53,17.02,0.22,0.60,0.00271155223575156042,1.4509803921568627
2021-09-16,Crazy discounts,31.32,8984,176,23.62,0.18,3.49,0.01959038290293855744,0.75415070242656449553
2021-09-16,Lookalike,315.65,54921,474,252.34,0.67,5.75,0.00863057846725296335,0.79942974813876128623
2021-09-16,Promos,49.96,32876,148,85.67,0.34,1.52,0.00450176420489110597,1.7147718174539632
2021-09-16,Wholesale,50.78,7309,46,79.68,1.10,6.95,0.00629361061704747571,1.5691217014572666
2021-09-15,Brand,6.49,17004,20,6.52,0.32,0.38,0.00117619383674429546,1.0046224961479199
2021-09-15,Electronics,339.08,15175,327,363.61,1.04,22.34,0.02154859967051070840,1.07234280995635248319
2021-09-15,Lookalike,399.03,65388,614,663.74,0.65,6.10,0.00939010215941763015,1.6633837054858031
2021-09-15,Promos,92.41,8697,149,126.83,0.62,10.63,0.01713234448660457629,1.3724705118493670
2021-09-15,Wholesale,66.00,6733,48,77.62,1.38,9.80,0.00712906579533640279,1.1760606060606061
2021-09-14,Brand,1.73,15498,5,1.30,0.35,0.11,0.00032262227384178604,0.75144508670520231214
2021-09-14,Crazy discounts,21.29,17551,340,17.80,0.06,1.21,0.01937211554897156857,0.83607327383748238610
2021-09-14,Electronics,311.71,28902,693,347.37,0.45,10.79,0.02397757940626946232,1.11440120624939847936
2021-09-14,Lookalike,203.87,13422,376,343.85,0.54,15.19,0.02801370883623901058,1.6866140187374307
2021-09-14,Promos,70.65,22233,210,131.52,0.34,3.18,0.00944541897179867764,1.8615711252653928
2021-09-14,Wholesale,100.48,21897,83,112.03,1.21,4.59,0.00379047358085582500,1.11494824840764331210
2021-09-13,Brand,1.32,11505,1,1.53,1.32,0.11,0.000086918730986527596697,1.1590909090909091
2021-09-13,Crazy discounts,11.98,9856,143,20.84,0.08,1.22,0.01450892857142857143,1.7395659432387312
2021-09-13,Electronics,136.96,48660,139,185.00,0.99,2.81,0.00285655569256062474,1.35075934579439252336
2021-09-13,Lookalike,248.66,109701,522,302.13,0.48,2.27,0.00475838871113298876,1.2150325745998552
2021-09-13,Promos,20.68,23664,119,38.42,0.17,0.87,0.00502873563218390805,1.8578336557059961
2021-09-13,Wholesale,141.97,24157,155,195.21,0.92,5.88,0.00641635964730719874,1.37500880467704444601
2021-09-12,Crazy discounts,15.35,8880,345,12.80,0.04,1.73,0.03885135135135135135,0.83387622149837133550
2021-09-12,Electronics,189.60,77612,306,187.06,0.62,2.44,0.00394268927485440396,0.98660337552742616034
2021-09-12,Lookalike,82.39,71246,182,129.52,0.45,1.16,0.00255452937708783651,1.5720354411943197
2021-09-12,Promos,69.93,31789,88,119.03,0.79,2.20,0.00276825316933530467,1.7021307021307021
2021-09-12,Wholesale,45.14,12155,91,44.05,0.50,3.71,0.00748663101604278075,0.97585290208241027913
2021-09-11,Brand,7.32,2833,2,5.68,3.66,2.58,0.00070596540769502294,0.77595628415300546448
2021-09-11,Crazy discounts,20.83,10148,193,27.35,0.11,2.05,0.01901852581789515175,1.3130100816130581
2021-09-11,Electronics,141.19,26177,159,134.72,0.89,5.39,0.00607403445773006838,0.95417522487428288122
2021-09-11,Lookalike,220.57,56419,138,250.97,1.60,3.91,0.00244598450876477782,1.13782472684408577776
2021-09-11,Promos,98.34,33457,103,207.31,0.95,2.94,0.00307857847386197208,2.1080943664836282
2021-09-11,Wholesale,93.52,26004,79,108.89,1.18,3.60,0.00303799415474542378,1.1643498716852010
2021-09-10,Brand,1.95,8089,2,2.07,0.98,0.24,0.00024724935097045370,1.0615384615384615
2021-09-10,Crazy discounts,18.18,10746,38,22.71,0.48,1.69,0.00353619951609901359,1.2491749174917492
2021-09-10,Electronics,428.50,37540,269,370.57,1.59,11.41,0.00716568993074054342,0.86480746791131855309
2021-09-10,Lookalike,266.61,75473,560,221.87,0.48,3.53,0.00741987200720787566,0.83218934023479989498
2021-09-10,Promos,14.27,23940,165,30.33,0.09,0.60,0.00689223057644110276,2.1254379817799580
2021-09-10,Wholesale,83.32,22252,97,76.12,0.86,3.74,0.00435915872730541075,0.91358617378780604897
2021-09-09,Brand,4.17,7102,4,4.39,1.04,0.59,0.00056322162771050408,1.0527577937649880
2021-09-09,Crazy discounts,20.91,5315,83,22.09,0.25,3.93,0.01561618062088428975,1.0564323290291726
2021-09-09,Electronics,66.94,34620,458,105.24,0.15,1.93,0.01322934719815135760,1.5721541679115626
2021-09-09,Lookalike,197.69,70877,426,203.98,0.46,2.79,0.00601041240458823031,1.0318174920329809
2021-09-09,Promos,61.50,26653,80,139.98,0.77,2.31,0.00300153828837279106,2.2760975609756098
2021-09-09,Wholesale,75.19,8962,152,80.29,0.49,8.39,0.01696049988841776389,1.0678281686394467
2021-09-08,Electronics,313.05,127916,119,324.91,2.63,2.45,0.00093029800806779449,1.03788532183357291168
2021-09-08,Lookalike,312.93,67173,553,290.06,0.57,4.66,0.00823247435725663585,0.92691656280957402614
2021-09-08,Promos,17.95,17332,219,19.11,0.08,1.04,0.01263558735287329795,1.0646239554317549
2021-09-08,Wholesale,120.42,27086,101,148.29,1.19,4.45,0.00372886361958207192,1.23143996013951170902
2021-09-07,Crazy discounts,27.74,11147,178,31.36,0.16,2.49,0.01596842199694985198,1.1304974765681327
2021-09-07,Electronics,400.08,66407,704,516.34,0.57,6.02,0.01060129203246645685,1.2905918816236753
2021-09-07,Lookalike,134.42,87936,468,148.20,0.29,1.53,0.00532205240174672489,1.10251450676982591876
2021-09-07,Promos,65.76,11811,180,74.64,0.37,5.57,0.01524003048006096012,1.1350364963503650
2021-09-07,Wholesale,87.61,34424,109,143.81,0.80,2.55,0.00316639553799674646,1.6414792831868508
2021-09-06,Crazy discounts,13.47,9229,155,11.99,0.09,1.46,0.01679488568642323112,0.89012620638455827765
2021-09-06,Electronics,254.87,85563,672,345.69,0.38,2.98,0.00785386206654745626,1.3563385255228156
2021-09-06,Lookalike,139.68,82770,319,183.16,0.44,1.69,0.00385405340099069711,1.31128293241695303551
2021-09-06,Promos,56.42,7864,164,59.23,0.34,7.17,0.02085452695829094608,1.0498050336760014
2021-09-06,Wholesale,74.45,28667,162,91.51,0.46,2.60,0.00565109708026650853,1.2291470785762257
2021-09-05,Crazy discounts,14.75,3274,165,13.36,0.09,4.51,0.05039706780696395846,0.90576271186440677966
2021-09-05,Electronics,256.88,31474,613,237.34,0.42,8.16,0.01947639321344601894,0.92393335409529741514
2021-09-05,Lookalike,88.91,55767,444,124.84,0.20,1.59,0.00796169777825595782,1.4041165223259476
2021-09-05,Promos,93.23,15541,69,203.77,1.35,6.00,0.00443986873431568110,2.1856698487611284
2021-09-05,Wholesale,120.19,18890,134,142.24,0.90,6.36,0.00709370037056643727,1.18345952242283051835
2021-09-04,Crazy discounts,18.24,11204,176,14.67,0.10,1.63,0.01570867547304534095,0.80427631578947368421
2021-09-04,Electronics,384.00,107630,602,364.11,0.64,3.57,0.00559323608659295735,0.94820312500000000000
2021-09-04,Lookalike,359.21,74790,478,415.57,0.75,4.80,0.00639122877390025404,1.1568998635895437
2021-09-04,Promos,80.69,19192,250,176.20,0.32,4.20,0.01302626094205919133,2.1836658817697360
2021-09-04,Wholesale,135.47,17596,47,157.17,2.88,7.70,0.00267106160491020687,1.16018306636155606407
2021-09-03,Crazy discounts,9.11,19262,318,10.05,0.03,0.47,0.01650918907693905098,1.1031833150384193
2021-09-03,Electronics,382.44,76038,445,398.81,0.86,5.03,0.00585233698940003682,1.04280409998954084301
2021-09-03,Lookalike,154.38,54706,412,245.91,0.37,2.82,0.00753116659964172120,1.5928876797512631
2021-09-03,Wholesale,48.45,13084,109,59.32,0.44,3.70,0.00833078569244879242,1.2243550051599587
2021-09-02,Crazy discounts,14.77,8245,48,24.41,0.31,1.79,0.00582171012734990904,1.6526743398781313
2021-09-02,Lookalike,174.46,78134,1123,230.13,0.16,2.23,0.01437274425986126398,1.3190989338530322
2021-09-02,Promos,45.34,23450,243,62.63,0.19,1.93,0.01036247334754797441,1.3813409792677547
2021-09-02,Wholesale,90.01,25244,243,91.74,0.37,3.57,0.00962604975439708446,1.0192200866570381
2021-09-01,Crazy discounts,33.47,18238,65,38.92,0.51,1.84,0.00356398727930694155,1.1628323872124290
2021-09-01,Electronics,193.95,85797,834,323.33,0.23,2.26,0.00972061960208398895,1.6670791441093065
2021-09-01,Lookalike,64.70,85045,431,86.33,0.15,0.76,0.00506790522664471750,1.3343122102009274
2021-09-01,Promos,34.56,12498,325,81.91,0.11,2.77,0.02600416066570651304,2.3700810185185185
2021-09-01,Wholesale,79.10,17812,119,64.07,0.66,4.44,0.00668088928812036829,0.80998735777496839444
2021-08-31,Crazy discounts,7.90,11078,103,13.40,0.08,0.71,0.00929770716735872901,1.6962025316455696
2021-08-31,Electronics,61.19,86327,222,103.47,0.28,0.71,0.00257161722288507651,1.6909625755842458
2021-08-31,Lookalike,227.86,41901,841,322.04,0.27,5.44,0.02007112002100188540,1.4133239708592996
2021-08-31,New items,0.00,0,0,0.00,,,,
2021-08-31,Promos,74.55,24286,276,126.22,0.27,3.07,0.01136457218150374701,1.6930918846411804
2021-08-31,Wholesale,33.21,16581,219,39.75,0.15,2.00,0.01320788854713225982,1.1969286359530262
2021-08-30,Crazy discounts,26.93,7475,293,27.02,0.09,3.60,0.03919732441471571906,1.0033419977720015
2021-08-30,Electronics,415.34,36300,448,693.76,0.93,11.44,0.01234159779614325069,1.6703423701064188
2021-08-30,Lookalike,137.36,98327,1057,213.44,0.13,1.40,0.01074984490526508487,1.5538730343622598
2021-08-30,Promos,70.36,7842,274,159.11,0.26,8.97,0.03494006630961489416,2.2613700966458215
2021-08-30,Wholesale,163.44,27310,102,140.92,1.60,5.98,0.00373489564262175027,0.86221243269701419481
2021-08-29,Crazy discounts,14.95,13913,150,15.94,0.10,1.07,0.01078128369151153597,1.0662207357859532
2021-08-29,Electronics,243.29,69156,465,419.89,0.52,3.52,0.00672392850945688010,1.7258826914382013
2021-08-29,Lookalike,201.20,88375,281,342.54,0.72,2.28,0.00317963224893917963,1.7024850894632207
2021-08-29,Promos,57.87,10246,77,131.61,0.75,5.65,0.00751512785477259418,2.2742353551062727
2021-08-29,Wholesale,80.00,10115,65,118.56,1.23,7.91,0.00642609985170538804,1.4820000000000000
2021-08-28,Crazy discounts,21.87,15524,164,26.33,0.13,1.41,0.01056428755475392940,1.2039323273891175
2021-08-28,Electronics,306.97,109558,884,494.03,0.35,2.80,0.00806878548348819803,1.6093755090073949
2021-08-28,Lookalike,210.29,86465,1039,188.23,0.20,2.43,0.01201642283004683976,0.89509724665937514860
2021-08-28,New items,0.00,0,0,0.00,,,,
2021-08-28,Promos,40.80,8550,306,74.02,0.13,4.77,0.03578947368421052632,1.8142156862745098
2021-08-28,Wholesale,138.71,16849,157,209.43,0.88,8.23,0.00931806041901596534,1.5098406747891284
2021-08-27,Crazy discounts,28.70,15577,147,28.49,0.20,1.84,0.00943699043461513770,0.99268292682926829268
2021-08-27,Electronics,234.56,98245,863,263.87,0.27,2.39,0.00878416204386991704,1.12495736698499317872
2021-08-27,Lookalike,255.39,80692,436,256.85,0.59,3.16,0.00540326178555494969,1.00571674693605857708
2021-08-27,Promos,36.68,37801,174,84.83,0.21,0.97,0.00460305282929023042,2.3127044711014177
2021-08-27,Wholesale,161.49,8427,209,198.31,0.77,19.16,0.02480123412839681975,1.22800173385348938015
2021-08-26,Electronics,129.07,19278,216,204.17,0.60,6.70,0.01120448179271708683,1.5818548074688154
2021-08-26,Lookalike,275.22,93026,504,361.82,0.55,2.96,0.00541784017371487541,1.3146573650170772
2021-08-26,Promos,15.56,29000,209,23.71,0.07,0.54,0.00720689655172413793,1.5237789203084833
2021-08-26,Wholesale,41.01,20863,116,46.38,0.35,1.97,0.00556008244260173513,1.1309436722750549
2021-08-25,Crazy discounts,10.72,10228,91,14.33,0.12,1.05,0.00889714509190457567,1.3367537313432836
2021-08-25,Lookalike,268.75,92696,355,217.76,0.76,2.90,0.00382972296539224994,0.81026976744186046512
2021-08-25,New items,10.60,2394,55,16.08,0.19,4.43,0.02297410192147034252,1.5169811320754717
2021-08-25,Promos,29.30,12705,105,39.04,0.28,2.31,0.00826446280991735537,1.3324232081911263
2021-08-25,Wholesale,122.41,19679,102,123.96,1.20,6.22,0.00518319020275420499,1.01266236418593252185
2021-08-24,Crazy discounts,12.38,10748,345,15.67,0.04,1.15,0.03209899516189058429,1.2657512116316640
2021-08-24,Electronics,108.44,116059,541,153.34,0.20,0.93,0.00466142220767023669,1.41405385466617484323
2021-08-24,Lookalike,120.67,118711,1445,120.37,0.08,1.02,0.01217241873120435343,0.99751388083202121488
2021-08-24,New items,45.38,17199,198,47.46,0.23,2.64,0.01151229722658294087,1.0458351696782724
2021-08-24,Wholesale,72.73,18593,58,65.75,1.25,3.91,0.00311945355779056634,0.90402859892754021724
2021-08-23,Crazy discounts,20.08,11632,258,15.83,0.08,1.73,0.02218019257221458047,0.78834661354581673307
2021-08-23,Electronics,352.26,40279,797,301.96,0.44,8.75,0.01978698577422478214,0.85720774427979333447
2021-08-23,Lookalike,130.71,87117,830,181.21,0.16,1.50,0.00952741715164663613,1.38635146507535766200
2021-08-23,New items,42.16,12907,331,62.55,0.13,3.27,0.02564499883783993182,1.4836337760910816
2021-08-23,Promos,26.80,18662,146,45.62,0.18,1.44,0.00782338441753295467,1.7022388059701493
2021-08-23,Wholesale,81.10,27200,131,88.88,0.62,2.98,0.00481617647058823529,1.0959309494451295
2021-08-22,Crazy discounts,26.87,2856,147,40.82,0.18,9.41,0.05147058823529411765,1.5191663565314477
2021-08-22,Electronics,330.51,105017,1014,342.41,0.33,3.15,0.00965557957283106545,1.03600496202838038183
2021-08-22,Lookalike,125.00,124278,1321,156.04,0.09,1.01,0.01062939538775970003,1.24832000000000000000
2021-08-22,New items,57.77,4447,177,51.95,0.33,12.99,0.03980211378457387002,0.89925566903236974208
2021-08-22,Wholesale,72.29,42052,203,98.37,0.36,1.72,0.00482735660610672501,1.3607691243602158
2021-08-21,Crazy discounts,16.50,18086,311,28.19,0.05,0.91,0.01719562092226031184,1.7084848484848485
2021-08-21,Electronics,424.80,31572,658,601.03,0.65,13.45,0.02084125174204991765,1.4148540489642185
2021-08-21,Lookalike,262.98,52158,843,208.68,0.31,5.04,0.01616242954101000805,0.79352041980378736026
2021-08-21,New items,26.80,6305,269,22.26,0.10,4.25,0.04266455194290245837,0.83059701492537313433
2021-08-21,Promos,31.34,31247,171,63.62,0.18,1.00,0.00547252536243479374,2.0299936183790683
2021-08-21,Wholesale,87.35,40371,61,108.02,1.43,2.16,0.00151098560848133561,1.2366342301087579
2021-08-20,Crazy discounts,22.44,8681,46,18.59,0.49,2.58,0.00529892869485082364,0.82843137254901960784
2021-08-20,Electronics,262.87,45182,614,269.33,0.43,5.82,0.01358948253729361250,1.02457488492410697303
2021-08-20,Lookalike,207.57,104816,796,335.48,0.26,1.98,0.00759426041825675469,1.6162258515199692
2021-08-20,New items,47.24,6271,319,49.44,0.15,7.53,0.05086907989156434380,1.0465707027942422
2021-08-20,Promos,82.63,10526,197,141.87,0.42,7.85,0.01871556146684400532,1.7169308967687281
2021-08-20,Wholesale,58.23,27915,91,62.47,0.64,2.09,0.00325989611320078811,1.0728147003262923
2021-08-19,Crazy discounts,32.59,24899,75,40.55,0.43,1.31,0.00301216916342021768,1.2442467014421602
2021-08-19,Electronics,152.58,141516,766,233.38,0.20,1.08,0.00541281551202690862,1.5295582645169747
2021-08-19,Lookalike,32.61,4958,85,34.52,0.38,6.58,0.01714400968132311416,1.0585709904937136
2021-08-19,New items,33.48,16020,148,53.89,0.23,2.09,0.00923845193508114856,1.6096176821983274
2021-08-19,Promos,36.74,6224,99,40.57,0.37,5.90,0.01590616966580976864,1.1042460533478498
2021-08-19,Wholesale,126.75,30918,66,130.47,1.92,4.10,0.00213467882786726179,1.02934911242603550296
2021-08-18,Crazy discounts,28.76,11224,148,43.66,0.19,2.56,0.01318602993585174626,1.5180806675938804
2021-08-18,Electronics,398.46,69406,564,302.19,0.71,5.74,0.00812609860818949370,0.75839482005722029815
2021-08-18,Lookalike,161.89,29242,701,222.80,0.23,5.54,0.02397236851104575610,1.3762431280499104
2021-08-18,New items,26.61,11814,386,23.05,0.07,2.25,0.03267309971220585746,0.86621570838030815483
2021-08-18,Promos,44.79,5315,76,102.92,0.59,8.43,0.01429915333960489182,2.2978343380218799
2021-08-18,Wholesale,121.19,34310,57,148.12,2.13,3.53,0.00166132322937918974,1.22221305388233352587
2021-08-17,Crazy discounts,4.99,538,16,6.26,0.31,9.28,0.02973977695167286245,1.2545090180360721
2021-08-17,Electronics,325.68,123179,750,553.45,0.43,2.64,0.00608870018428465891,1.6993674772783100
2021-08-17,Lookalike,153.54,45678,359,258.61,0.43,3.36,0.00785936336967467928,1.6843167904129217
2021-08-17,New items,52.00,9078,290,61.96,0.18,5.73,0.03194536241462877286,1.1915384615384615
2021-08-17,Promos,36.65,12257,122,44.15,0.30,2.99,0.00995349596149139267,1.2046384720327422
2021-08-17,Wholesale,97.82,12024,249,120.55,0.39,8.14,0.02070858283433133733,1.2323655694132079
2021-08-16,Brand,1.89,2159,0,2.64,,0.88,0.00000000000000000000,1.3968253968253968
